time_boot_ms,mission_state,battery_mv,roll,pitch,yaw,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_mag_x,imu_mag_y,imu_mag_z,pressure_pa,temp_celsius,highg_acc_x,highg_acc_y,highg_acc_z,gps_fix,lat,lon,gps_alt,vel,cog,satellites_nb,imu_acc_vertical,highg_acc_vertical,kalman_z,kalman_v,altitude_msl_cm,FLAG_IDEFIX_OK,FLAG_BT_OK,FLAG_FLASH_OK,FLAG_SD_OK,FLAG_TEMP_OK,FLAG_HIGHG_OK,FLAG_GPS_OK,FLAG_BARO_OK,FLAG_IMU_OK,FLAG_RADIO_OK,FLAG_PYROS_ARMED_OK,FLAG_PYRO1_CONN,FLAG_PYRO2_CONN,FLAG_PYRO3_CONN,FLAG_PYRO4_CONN,FLAG_PYROS_ARMED,FLAG_PYRO1_FIRED,FLAG_PYRO2_FIRED,FLAG_PYRO3_FIRED,FLAG_PYRO4_FIRED,FLAG_APOGEE_DETECTED,FLAG_MAIN_DEPLOYED,FLAG_DROGUE_DEPLOYED,FLAG_MACH_LOCK_ENABLED
930657,STATE_INIT,9.805,1.25,18.14,0.12,-3.05,0.17,9.27,-0.06,-0.12,0.06,15.75,17.25,-65.75,0.919,32.05,0.08,3.42,9.52,0,0.0,0.0,0.0,0.0,0.0,0,-0.03,0.92,812.84,-0.05,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
931754,STATE_INIT,9.813,1.25,18.14,0.12,-3.02,0.2,9.27,-0.18,0.0,0.0,15.06,16.06,-64.06,0.919,32.15,0.03,3.44,9.39,0,0.0,0.0,0.0,0.0,0.0,0,-0.03,0.91,812.87,-0.01,812.75,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932055,STATE_INIT,9.828,1.25,18.14,0.12,-3.03,0.21,9.28,-0.06,0.06,-0.12,15.37,15.75,-65.75,0.919,31.95,0.0,3.46,9.49,0,0.0,0.0,0.0,0.0,0.0,0,-0.06,0.92,812.85,-0.02,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932055,STATE_INIT,9.828,1.25,18.14,0.12,-3.03,0.21,9.28,-0.06,0.06,-0.12,15.37,15.75,-65.75,0.919,31.95,0.0,3.46,9.49,0,0.0,0.0,0.0,0.0,0.0,0,-0.06,0.92,812.85,-0.02,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932455,STATE_INIT,9.821,1.25,18.14,0.12,-3.02,0.18,9.29,0.06,0.0,0.0,15.37,15.37,-65.37,0.919,31.95,0.08,3.42,9.37,0,0.0,0.0,0.0,0.0,0.0,0,-0.02,0.91,812.84,-0.02,812.75,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932455,STATE_INIT,9.821,1.25,18.14,0.12,-3.02,0.18,9.29,0.06,0.0,0.0,15.37,15.37,-65.37,0.919,31.95,0.08,3.42,9.37,0,0.0,0.0,0.0,0.0,0.0,0,-0.02,0.91,812.84,-0.02,812.75,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932556,STATE_INIT,9.813,1.25,18.14,0.12,-3.06,0.18,9.28,-0.12,0.12,-0.12,15.37,16.06,-64.56,0.919,31.95,-0.01,3.44,9.47,0,0.0,0.0,0.0,0.0,0.0,0,-0.03,0.92,812.83,-0.02,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932556,STATE_INIT,9.813,1.25,18.14,0.12,-3.06,0.18,9.28,-0.12,0.12,-0.12,15.37,16.06,-64.56,0.919,31.95,-0.01,3.44,9.47,0,0.0,0.0,0.0,0.0,0.0,0,-0.03,0.92,812.83,-0.02,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932556,STATE_INIT,9.813,1.25,18.14,0.12,-3.06,0.18,9.28,-0.12,0.12,-0.12,15.37,16.06,-64.56,0.919,31.95,-0.01,3.44,9.47,0,0.0,0.0,0.0,0.0,0.0,0,-0.03,0.92,812.83,-0.02,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
932556,STATE_INIT,9.813,1.25,18.14,0.12,-3.06,0.18,9.28,-0.12,0.12,-0.12,15.37,16.06,-64.56,0.919,31.95,-0.01,3.44,9.47,0,0.0,0.0,0.0,0.0,0.0,0,-0.03,0.92,812.83,-0.02,812.93,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
